"","datecollected","siteid","sampleid","basisofrecord","minimumdepthinmeters","maximumdepthinmeters","taxaname","taxanameid","samplingeffort","parameter","parameter_value","parameter_standardunit"
"644",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"645",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Ophichthus rufus",126316,NA,"Count (Dmnless)",2,"Dmnless"
"646",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Pagellus acarne",127057,NA,"Count (Dmnless)",1,"Dmnless"
"647",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Pagellus erythrinus",127060,NA,"Count (Dmnless)",2,"Dmnless"
"648",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Pagrus pagrus",127063,NA,"Count (Dmnless)",1,"Dmnless"
"649",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Sardina pilchardus",126421,NA,"Count (Dmnless)",11,"Dmnless"
"650",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Sardinella aurita",126422,NA,"Count (Dmnless)",1,"Dmnless"
"651",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Scorpaena porcus",127247,NA,"Count (Dmnless)",1,"Dmnless"
"652",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",6,"Dmnless"
"653",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Serranus hepatus",127042,NA,"Count (Dmnless)",9,"Dmnless"
"654",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",39,"Dmnless"
"655",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Spicara smaris",126830,NA,"Count (Dmnless)",347,"Dmnless"
"656",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Torpedo marmorata",271684,NA,"Count (Dmnless)",3,"Dmnless"
"657",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless"
"658",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",5,"Dmnless"
"659",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Trachurus trachurus",126822,NA,"Count (Dmnless)",6,"Dmnless"
"660",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",3,"Dmnless"
"661",2005-05-18,"37.93_-0.57_5760","37.93_-0.57_5760_20050518",NA,NA,76,"Zeus faber",127427,NA,"Count (Dmnless)",3,"Dmnless"
"662",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Aphia minuta",126868,NA,"Count (Dmnless)",44,"Dmnless"
"663",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",5,"Dmnless"
"664",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Boops boops",127047,NA,"Count (Dmnless)",272,"Dmnless"
"665",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Capros aper",127419,NA,"Count (Dmnless)",41,"Dmnless"
"666",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",59,"Dmnless"
"667",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Chelidonichthys lucerna",127262,NA,"Count (Dmnless)",1,"Dmnless"
"668",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Citharus linguatula",127130,NA,"Count (Dmnless)",1,"Dmnless"
"669",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Conger conger",126285,NA,"Count (Dmnless)",2,"Dmnless"
"670",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",3,"Dmnless"
"671",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Engraulis encrasicolus",126426,NA,"Count (Dmnless)",5,"Dmnless"
"672",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Gobius niger",126892,NA,"Count (Dmnless)",1,"Dmnless"
"673",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",26,"Dmnless"
"674",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Lesueurigobius sanzi",126906,NA,"Count (Dmnless)",3,"Dmnless"
"675",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Lophius budegassa",126554,NA,"Count (Dmnless)",1,"Dmnless"
"676",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",4,"Dmnless"
"677",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Mullus barbatus",126985,NA,"Count (Dmnless)",5,"Dmnless"
"678",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Mullus surmuletus",126986,NA,"Count (Dmnless)",63,"Dmnless"
"679",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Ophichthus rufus",126316,NA,"Count (Dmnless)",1,"Dmnless"
"680",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",13,"Dmnless"
"681",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Sardina pilchardus",126421,NA,"Count (Dmnless)",12,"Dmnless"
"682",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",4,"Dmnless"
"683",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Serranus cabrilla",127041,NA,"Count (Dmnless)",1,"Dmnless"
"684",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Serranus hepatus",127042,NA,"Count (Dmnless)",36,"Dmnless"
"685",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Spicara flexuosum",1577318,NA,"Count (Dmnless)",82,"Dmnless"
"686",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Spicara smaris",126830,NA,"Count (Dmnless)",30,"Dmnless"
"687",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Spondyliosoma cantharus",127066,NA,"Count (Dmnless)",1,"Dmnless"
"688",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Symphurus nigrescens",127134,NA,"Count (Dmnless)",4,"Dmnless"
"689",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Torpedo marmorata",271684,NA,"Count (Dmnless)",1,"Dmnless"
"690",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless"
"691",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Trachurus picturatus",126821,NA,"Count (Dmnless)",2,"Dmnless"
"692",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Trachurus trachurus",126822,NA,"Count (Dmnless)",360,"Dmnless"
"693",2006-06-11,"37.93_-0.57_5760","37.93_-0.57_5760_20060611",NA,NA,71,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",4,"Dmnless"
"694",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",10,"Dmnless"
"695",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Blennius ocellaris",126761,NA,"Count (Dmnless)",1,"Dmnless"
"696",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Boops boops",127047,NA,"Count (Dmnless)",11,"Dmnless"
"697",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Capros aper",127419,NA,"Count (Dmnless)",24,"Dmnless"
"698",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",36,"Dmnless"
"699",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Citharus linguatula",127130,NA,"Count (Dmnless)",3,"Dmnless"
"700",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Diplodus vulgaris",127054,NA,"Count (Dmnless)",1,"Dmnless"
"701",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Engraulis encrasicolus",126426,NA,"Count (Dmnless)",21,"Dmnless"
"702",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",19,"Dmnless"
"703",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless"
"704",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",3,"Dmnless"
"705",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Merluccius merluccius",126484,NA,"Count (Dmnless)",26,"Dmnless"
"706",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Mullus barbatus",126985,NA,"Count (Dmnless)",2,"Dmnless"
"707",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Pagellus acarne",127057,NA,"Count (Dmnless)",1,"Dmnless"
"708",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Pagellus bogaraveo",127059,NA,"Count (Dmnless)",11,"Dmnless"
"709",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Sardina pilchardus",126421,NA,"Count (Dmnless)",371,"Dmnless"
"710",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Scorpaena notata",127246,NA,"Count (Dmnless)",12,"Dmnless"
"711",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Scorpaena porcus",127247,NA,"Count (Dmnless)",1,"Dmnless"
"712",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Serranus hepatus",127042,NA,"Count (Dmnless)",51,"Dmnless"
"713",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Spicara maena",126828,NA,"Count (Dmnless)",28,"Dmnless"
"714",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Spicara smaris",126830,NA,"Count (Dmnless)",2,"Dmnless"
"715",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Spondyliosoma cantharus",127066,NA,"Count (Dmnless)",1,"Dmnless"
"716",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Trachinus draco",127082,NA,"Count (Dmnless)",1,"Dmnless"
"717",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Trachurus mediterraneus",126820,NA,"Count (Dmnless)",24,"Dmnless"
"718",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Trachurus trachurus",126822,NA,"Count (Dmnless)",198,"Dmnless"
"719",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Trisopterus minutus",126446,NA,"Count (Dmnless)",9,"Dmnless"
"720",2007-06-01,"37.93_-0.57_5760","37.93_-0.57_5760_20070601",NA,NA,NA,"Uranoscopus scaber",127093,NA,"Count (Dmnless)",4,"Dmnless"
"721",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",14,"Dmnless"
"722",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Callionymus maculatus",126793,NA,"Count (Dmnless)",1,"Dmnless"
"723",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Capros aper",127419,NA,"Count (Dmnless)",16,"Dmnless"
"724",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Carapus acus",126661,NA,"Count (Dmnless)",1,"Dmnless"
"725",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",11,"Dmnless"
"726",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",27,"Dmnless"
"727",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Glossanodon leioglossus",126717,NA,"Count (Dmnless)",10716,"Dmnless"
"728",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Lepidopus caudatus",127088,NA,"Count (Dmnless)",2,"Dmnless"
"729",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",3,"Dmnless"
"730",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Lepidotrigla dieuzeidei",127265,NA,"Count (Dmnless)",1,"Dmnless"
"731",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Lophius budegassa",126554,NA,"Count (Dmnless)",3,"Dmnless"
"732",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Merluccius merluccius",126484,NA,"Count (Dmnless)",41,"Dmnless"
"733",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",97,"Dmnless"
"734",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Mullus barbatus",126985,NA,"Count (Dmnless)",22,"Dmnless"
"735",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Mullus surmuletus",126986,NA,"Count (Dmnless)",2,"Dmnless"
"736",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Peristedion cataphractum",127233,NA,"Count (Dmnless)",4,"Dmnless"
"737",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Phycis blennoides",126501,NA,"Count (Dmnless)",2,"Dmnless"
"738",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",12,"Dmnless"
"739",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Symphurus nigrescens",127134,NA,"Count (Dmnless)",1,"Dmnless"
"740",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Trigla lyra",127266,NA,"Count (Dmnless)",13,"Dmnless"
"741",1996-05-15,"39.9_0.9_5760","39.9_0.9_5760_19960515",NA,NA,145,"Trisopterus minutus",126446,NA,"Count (Dmnless)",44,"Dmnless"
"742",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Argentina sphyraena",126716,NA,"Count (Dmnless)",3794,"Dmnless"
"743",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",28,"Dmnless"
"744",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Boops boops",127047,NA,"Count (Dmnless)",1,"Dmnless"
"745",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Callionymus maculatus",126793,NA,"Count (Dmnless)",1,"Dmnless"
"746",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Capros aper",127419,NA,"Count (Dmnless)",19,"Dmnless"
"747",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Cepola macrophthalma",126835,NA,"Count (Dmnless)",1,"Dmnless"
"748",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",5,"Dmnless"
"749",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless"
"750",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",14,"Dmnless"
"751",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",5,"Dmnless"
"752",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Lophius budegassa",126554,NA,"Count (Dmnless)",4,"Dmnless"
"753",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Merluccius merluccius",126484,NA,"Count (Dmnless)",896,"Dmnless"
"754",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Micromesistius poutassou",126439,NA,"Count (Dmnless)",25,"Dmnless"
"755",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Mullus barbatus",126985,NA,"Count (Dmnless)",9,"Dmnless"
"756",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Mullus surmuletus",126986,NA,"Count (Dmnless)",2,"Dmnless"
"757",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Phycis blennoides",126501,NA,"Count (Dmnless)",4,"Dmnless"
"758",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",20,"Dmnless"
"759",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Trachurus picturatus",126821,NA,"Count (Dmnless)",1,"Dmnless"
"760",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Trachurus trachurus",126822,NA,"Count (Dmnless)",1,"Dmnless"
"761",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Trigla lyra",127266,NA,"Count (Dmnless)",13,"Dmnless"
"762",1997-05-25,"39.9_0.9_5760","39.9_0.9_5760_19970525",NA,NA,147,"Trisopterus minutus",126446,NA,"Count (Dmnless)",264,"Dmnless"
"763",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Aphia minuta",126868,NA,"Count (Dmnless)",1,"Dmnless"
"764",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Argentina sphyraena",126716,NA,"Count (Dmnless)",240,"Dmnless"
"765",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",15,"Dmnless"
"766",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Boops boops",127047,NA,"Count (Dmnless)",2,"Dmnless"
"767",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Callionymus maculatus",126793,NA,"Count (Dmnless)",2,"Dmnless"
"768",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Capros aper",127419,NA,"Count (Dmnless)",1625,"Dmnless"
"769",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",98,"Dmnless"
"770",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Conger conger",126285,NA,"Count (Dmnless)",1,"Dmnless"
"771",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Glossanodon leioglossus",126717,NA,"Count (Dmnless)",3,"Dmnless"
"772",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Helicolenus dactylopterus",127251,NA,"Count (Dmnless)",113,"Dmnless"
"773",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",2,"Dmnless"
"774",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",1,"Dmnless"
"775",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Lophius budegassa",126554,NA,"Count (Dmnless)",2,"Dmnless"
"776",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",7,"Dmnless"
"777",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Merluccius merluccius",126484,NA,"Count (Dmnless)",687,"Dmnless"
"778",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Mullus barbatus",126985,NA,"Count (Dmnless)",18,"Dmnless"
"779",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Mullus surmuletus",126986,NA,"Count (Dmnless)",1,"Dmnless"
"780",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Peristedion cataphractum",127233,NA,"Count (Dmnless)",4,"Dmnless"
"781",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Phycis blennoides",126501,NA,"Count (Dmnless)",3,"Dmnless"
"782",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Raja asterias",105881,NA,"Count (Dmnless)",1,"Dmnless"
"783",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Scomber scombrus",127023,NA,"Count (Dmnless)",3,"Dmnless"
"784",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Scyliorhinus canicula",105814,NA,"Count (Dmnless)",1,"Dmnless"
"785",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Trachurus trachurus",126822,NA,"Count (Dmnless)",1900,"Dmnless"
"786",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Trigla lyra",127266,NA,"Count (Dmnless)",14,"Dmnless"
"787",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Trisopterus minutus",126446,NA,"Count (Dmnless)",62,"Dmnless"
"788",2001-06-02,"39.9_0.9_5760","39.9_0.9_5760_20010602",NA,NA,147,"Zeus faber",127427,NA,"Count (Dmnless)",1,"Dmnless"
"789",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Argentina sphyraena",126716,NA,"Count (Dmnless)",140,"Dmnless"
"790",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Arnoglossus laterna",127126,NA,"Count (Dmnless)",1,"Dmnless"
"791",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Arnoglossus rueppelii",127127,NA,"Count (Dmnless)",14,"Dmnless"
"792",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Blennius ocellaris",126761,NA,"Count (Dmnless)",1,"Dmnless"
"793",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Callionymus maculatus",126793,NA,"Count (Dmnless)",4,"Dmnless"
"794",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Capros aper",127419,NA,"Count (Dmnless)",46,"Dmnless"
"795",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Chelidonichthys cuculus",127259,NA,"Count (Dmnless)",8,"Dmnless"
"796",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Deltentosteus quadrimaculatus",126880,NA,"Count (Dmnless)",1,"Dmnless"
"797",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Engraulis encrasicolus",126426,NA,"Count (Dmnless)",5,"Dmnless"
"798",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Eutrigla gurnardus",150637,NA,"Count (Dmnless)",2,"Dmnless"
"799",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Gadiculus argenteus",126435,NA,"Count (Dmnless)",1581,"Dmnless"
"800",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Helicolenus dactylopterus",127251,NA,"Count (Dmnless)",758,"Dmnless"
"801",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Lepidorhombus boscii",127145,NA,"Count (Dmnless)",1,"Dmnless"
"802",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Lepidotrigla cavillone",127264,NA,"Count (Dmnless)",4,"Dmnless"
"803",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Lesueurigobius friesii",126904,NA,"Count (Dmnless)",1,"Dmnless"
"804",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Lophius budegassa",126554,NA,"Count (Dmnless)",3,"Dmnless"
"805",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Macroramphosus scolopax",127378,NA,"Count (Dmnless)",19,"Dmnless"
"806",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Maurolicus muelleri",127312,NA,"Count (Dmnless)",13,"Dmnless"
"807",2002-06-02,"39.9_0.9_5760","39.9_0.9_5760_20020602",NA,NA,150,"Merluccius merluccius",126484,NA,"Count (Dmnless)",230,"Dmnless"
